id,year,keywords,_year,_authors,_inventory_number,_title
KMS6690,1760,"canvas,oil",1765,Johan Edvard Mandelberg,KMS6690,"Antikke ruiner omgivet af træer, i forgrunden en hyrde og nogle geder"
KMS3733,1640,"canvas,oil",1659,Rutger van Langevelt,KMS3733,Interior of a Dutch Church
KMS4154,1840,"paper,oil,landscape art",1849,Christen Dalsgaard,KMS4154,"Landscape near the Town of Skive with Skivehus Manor, Jutland"
KMS266,1820,"canvas,oil,landscape art",1835,Frederik Theodor Kloss,KMS266,The Eruption of the Great Geyser in Iceland in 1834
KMS1119,1860,"canvas,oil",1878,Carl Rasmussen,KMS1119,Skibe som morgenen efter en storm klarer landet for sig
KMS1426,1680,"canvas,oil",1683,Peter Paul Rubens,KMS1426,A Monk
KMS4022,1800,"canvas,oil,portrait,group portrait",1817,Christoffer Wilhelm Eckersberg,KMS4022,Portrait of a Noblewoman Sophie Hedvig Løvenskiold and her Three-Year-Old Daughter
KMS4174,1900,"canvas,oil",1903,Hans Smidth,KMS4174,Interiør fra et bondehus
KMS3823,1900,"canvas,oil,genre art",1914,Edvard Munch,KMS3823,Workers on their Way Home
KMS4594,1720,"canvas,oil",1735,Giovanni Paolo Panini,KMS4594,"Interior of the Pantheon, Rome"
KMS241,1820,"canvas,oil",1834,Louis Gurlitt,KMS241,View of Kullen in Sweden. Smugglers Hiding their Goods among the Rocks. Moonlight
KMS1143,1880,"canvas,oil",1882,Viggo Christian Frederik Vilhelm Pedersen,KMS1143,En opkørt vej under gamle træer
KMS6394,1920,"canvas,oil",1922,Edvard Weie,KMS6394,Romantic Fantasy
KMS3904,1900,"canvas,oil,mythological painting",1911,Poul Simon Christiansen,KMS3904,Prometheus raner ilden
KMSsp687,1620,"canvas,oil,portrait",1630,Diego Velázquez,KMSsp687,Isabella of Bourbon. First Queen of King Philip IV
KMS1350,1820,"canvas,oil,landscape art",1830,Christoffer Wilhelm Eckersberg,KMS1350,Renbjærg Tileworks by Flensburg Fiord
KMS291,1820,"canvas,oil",1835,Johann Hermann Carmiencke,KMS291,A Forrest near Hellebæk in the North of Zealand. Afternoon.
KMS4514,1500,"wood,oil,mythological painting",1507,Cima da Conegliano,KMS4514,The Judgement of Midas. The Musical Contest between Apollo and Marsyas
KMS525,1840,"canvas,oil",1842,Louis Gurlitt,KMS525,The Cliffs of the Island of Møn
KMS1571,1880,"canvas,oil,still life",1896,Peder Severin Krøyer,KMS1571,Interiør
KMS390,1820,"canvas,oil",1837,Johann Hermann Carmiencke,KMS390,A view of Bohemia from Oberlausitz
KMS39,1800,"canvas,oil,mythological painting",1810,Christoffer Wilhelm Eckersberg,KMS39,Loki and Sigyn
KMS8589,1860,"canvas,oil paint",1872,Elisabeth Jerichau-Baumann,KMS8589,An Egyptian Fellah Woman with her Baby
KMS4999,1860,"canvas,oil,marine art",1861,Vilhelm Kyhn,KMS4999,Sailing Boats in Guldborg Sound
KMS62,1820,"canvas,oil,portrait",1827,Wilhelm Bendz,KMS62,A Sculptor in his Studio Working from the Life
KMS7485,1840,"canvas,oil",1848,Jørgen Sonne,KMS7485,Rural Scene
KMS3012,1660,"canvas,oil",1672,Cornelis Norbertus Gysbrechts,KMS3012,Trompe l'Oeil with Dead Duck and Hunting Implements
KMSsp73,1520,"wood,oil,portrait",1524,Parmigianino,KMSsp73,Portrait of Lorenzo Cybo
KMS871,1820,"canvas,oil,landscape art",1821,Johan Christian Dahl,KMS871,"Eruption of the Volcano Vesuvius, 1820"
KMS1941,1900,"canvas,oil",1904,Laurits Andersen Ring,KMS1941,Churchyard at Fløng
KMS6,1660,"canvas,oil,portrait",1667,Henrich Dittmers,KMS6,The Flemish Painter Anthoni Schoonjans
KMS3874,1900,"canvas,oil,landscape art",1914,Edvard Weie,KMS3874,Landscape from Christiansø
DEP8,1560,"canvas,oil,portrait",1570,Nicolas Neufchatel,DEP8,Portrait of the Nuremberg Goldsmith Hans Lencker (1523-1585) and his 9-year old son Elisius the Younger
KMS3876,1640,"canvas,oil,landscape art",1654,Philip de Koninck,KMS3876,Dutch Panorama Landscape with a Distant View of Haarlem
KMS1573,1880,"canvas,oil",1887,Peter Ilsted,KMS1573,Ved klaveret
KMS4225,1900,"canvas,oil,genre art",1909,Hans Smidth,KMS4225,A Country Grocer
KMS6750,1880,"canvas,oil,cityscape",1892,Vilhelm Hammershøi,KMS6750,View of Christiansborg Palace. Late Autumn
KMS884,1760,"canvas,oil,portrait",1765,Joshua Reynolds,KMS884,King George III of England
KMS4618,1900,"canvas,oil",1906,Johan Rohde,KMS4618,Randers havn
KMS3695,1880,"canvas,oil",1884,Joakim Skovgaard,KMS3695,Efterårsdag ved Lirifloden
KMS280,1820,"canvas,oil,portrait",1826,Wilhelm Bendz,KMS280,A Young Artist (Ditlev Blunck) Examining a Sketch in a Mirror
KMS405,1840,"canvas,oil",1842,Anton Melbye,KMS405,En shetlandsk fiskerbåd i stormfuldt vejr nord for Orkneyøerne
KMS4087,1860,"canvas,oil,genre art",1866,Carl Bloch,KMS4087,In a Roman Osteria
KMS4898,1620,"canvas,oil,landscape art",1630,Claude Lorrain,KMS4898,River Landscape with Herdsmen
KMS7709,1900,"canvas,oil paint,landscape art",1901,Laurits Andersen Ring,KMS7709,Thaw
KMS1046,1840,"canvas,oil",1847,Fritz Thomsen,KMS1046,La Danseuse
KMS600,1780,"canvas,oil",1784,Nicolai Abildgaard,KMS600,Nature Untamed
KMS1280,1800,"canvas,oil",1805,Hans Hansen,KMS1280,Rubens' sønner
KMS8003,1820,"canvas,oil,portrait,group portrait",1830,Wilhelm Bendz,KMS8003,Familien Waagepetersen
KMS911,1780,"canvas,oil,landscape art",1789,Erik Pauelsen,KMS911,The Sarpfossen in Norway
KMS941,1780,"canvas,oil",1790,Jens Juel,KMS941,"Countess Anna Joachima Danneskiold-Laurvigen, née Ahlefeldt"
KMS3347,1900,"canvas,oil",1900,Hans Smidth,KMS3347,I dagvognen. Kunstnerens broderbørn
KMS412,1840,"canvas,oil,landscape art",1843,Johan Lundbye,KMS412,A Danish Coast. View from Kitnæs on Roskilde Fjord. Zealand
KMS1813,1900,"canvas,oil",1904,Julius Paulsen,KMS1813,"Unge kvinder. Fra venstre: Karen Bramsen; kunstnerens hustru Esther, f. Lange; Johanne Munch-Petersen."
KMS3841,1900,"canvas,oil,landscape art",1917,Fritz Syberg,KMS3841,Winter Landscape. Over Kærby Hill.
KMS918,1780,"canvas,oil",1790,Christian August Lorentzen,KMS918,Udsigt over Frederikshald i Norge
KMS3690,1880,"canvas,oil",1885,Hans Smidth,KMS3690,Taterkvinde med sit barn på heden
KMS8608,1880,"canvas,oil",1892,Jan Verkade,KMS8608,Self-portrait
KMS448,1840,"canvas,oil",1844,P. C. Skovgaard,KMS448,View of the North Coast of Zealand at Dronningmølle
KMS4913,1880,"canvas,oil",1895,Hans Smidth,KMS4913,Driving Home
KMS4277,1840,"canvas,oil,landscape art",1846,Dankvart Dreyer,KMS4277,A Funen Landscape at Harvest Time with Wedellsborghoved in the Background
KMS6650,1840,"canvas,oil,landscape art",1842,P. C. Skovgaard,KMS6650,"Højerup Church on the Cliffs of Stevns, Zealand"
KMS6396,1900,"canvas,oil",1913,Edvard Weie,KMS6396,Dante and Vergil in the Underworld
KMS1053,1840,"canvas,oil",1853,Fritz Thomsen,KMS1053,Lord Cochrane
KMS526,1840,"canvas,oil",1842,Louis Gurlitt,KMS526,Udsigt over Skanderborg fra Edelsborgmark
KMS3650,1800,"canvas,oil",1809,Nicolai Abildgaard,KMS3650,The Greek Poet Sappho and the Girl from Mytilene
KMS1780,1880,"canvas,oil,architectural painting",1880,Edvard Petersen,KMS1780,Torvet i Sulmona
KMSsp491,1660,"canvas,oil,landscape art",1660,Frans Post,KMSsp491,Landscape in Brazil with Sugar Plantation
KMS1808,1880,"canvas,oil",1891,Vilhelm Hammershøi,KMS1808,Evening in the Drawing Room. The Artist's Mother and Wife
KMS1121,1860,"canvas,oil,genre art",1878,Peder Severin Krøyer,KMS1121,Two Gipsy Women Outside their Cottage. Spain
KMS529,1840,"canvas,oil",1847,P. C. Skovgaard,KMS529,"Delhoved Wood near Lake Skarre, Zealand"
KMS8316,1600,"wood,oil,mythological painting",1619,Werner van den Valckert,KMS8316,Neptune
KMS1339,1820,"canvas,oil,portrait",1824,Christian Albrecht Jensen,KMS1339,"Mathilde Theresia von Irgens-Bergh, née Holsten, Wife of Mathias Friis von Irgens-Bergh"
KMS3876a,1900,"canvas,oil,genre art",1906,Jens Vige,KMS3876a,Kvinder hakker lyng
KMS8417,1900,"canvas,oil",1913,Astrid Holm,KMS8417,View of Collioure
KMS3355,1780,"canvas,oil",1796,Nicolai Abildgaard,KMS3355,Achilles and the Daughters of Lycomedes
DEP289,1880,"canvas,oil,genre art",1885,Laurits Andersen Ring,DEP289,Harvest
KMS274,1800,"canvas,oil",1809,Christian August Lorentzen,KMS274,The Legend of the Danish Flag (the Dannebrog) Falling from the Heavens during the Battle of Lyndanise in Estonia in 1219
KMS1167,1620,"canvas,oil",1620,Francis Cleyn,KMS1167,A Betrothal
KMS4092,1920,"canvas,oil",1934,Karl Schou,KMS4092,Forår i haven
KMS580,1840,"canvas,oil,portrait,landscape art",1849,P. C. Skovgaard,KMS580,"A Country Road near Vognserup Manor, Zealand. The Painter J.Th. Lundbye Sketching by the Roadside"
KMSsp554,1680,"canvas,oil",1681,Johannes van Haensbergen,KMSsp554,A Gathering of Gods
KMS3827,1900,"canvas,oil,portrait",1901,Anna Ancher,KMS3827,A Young Girl Plaiting her Hair
KMSst88,1720,"canvas,oil,floral painting",1730,Margaretha Haverman,KMSst88,Flowers
KMS4320,1700,"canvas,oil,portrait",1704,Carel de Moor,KMS4320,Portrait of a Young Gentleman
KMSsp291,1640,"canvas,oil",1649,Jacob van Loo,KMSsp291,A Glass and Coral Factory
KMS3065,1660,"canvas,oil",1671,Cornelis Norbertus Gysbrechts,KMS3065,Trompe l'Oeil with Christian V's equipment for Riding to Hounds
KMS1838,1860,"wood,oil,portrait",1875,Peder Severin Krøyer,KMS1838,Portræt af en fisker fra Hornbæk
KMS3373,1840,"canvas,oil",1852,Peter Julius Larsen,KMS3373,Billede af livet i en sjællandsk bondegård ved middagstid
KMSsp299,1640,"canvas,oil",1655,Jan van Kessel the Elder,KMSsp299,Fruit and Vegetable Market with a Young Fruit Seller
KMS607,1780,"canvas,oil",1797,Asmus Jacob Carstens,KMS607,Fingal´s Battle with the Spirit of Loda
KMS715,1840,"canvas,oil",1854,Christen Dalsgaard,KMS715,En fisker viser sin datter en bortsejlende båd
KMS1211,1880,"canvas,oil,landscape art",1881,Anders Andersen-Lundby,KMS1211,Tøvejr i en bøgeskov
KMS1310a,1600,"canvas,oil,apotheosis",1617,Isaac Isaacsz.,KMS1310a,The Apotheosis of Aeneas
KMSsp455,1640,"canvas,oil,portrait",1651,Gerrit Dou,KMSsp455,Portrait of the Artist's Mother
KMS4234,1880,"canvas,oil",1896,Niels Skovgaard,KMS4234,Dragtstudier og studie af et kvindehovede. Megara
KMS4448,1900,"canvas,oil,portrait",1911,Karl Isakson,KMS4448,Portrait of the Painter Karl Schou
KMS1300,1820,"canvas,oil",1839,Christian Albrecht Jensen,KMS1300,Fabriksdirektør Ole Jørgen Rawert
KMS431,1840,"canvas,oil",1841,Johan Lundbye,KMS431,Milking scene. Illustrating a poem by Christian Winther
KMS6943,1840,"canvas,oil,landscape art",1849,P. C. Skovgaard,KMS6943,Birketræer på Læsø efter regn
KMS2052,1900,"canvas,oil,architectural painting",1907,Vilhelm Hammershøi,KMS2052,A Wing of Christiansborg Palace
KMSsp405,1620,"canvas,oil,religious art",1629,Rembrandt,KMSsp405,Supper at Emmaus
KMS3885,1660,"canvas,oil,portrait",1660,Rembrandt,KMS3885,An Old Woman
KMS3202,1880,"canvas,oil",1881,Laurits Tuxen,KMS3202,"Boiling Train Oil at Nymindegab, Jutland"
KMS1436,1880,"canvas,oil",1891,Kristian Zahrtmann,KMS1436,Leonora Christina in Blåtårn
KMS4796,1880,"canvas,oil",1894,Theodor Philipsen,KMS4796,"A River near Meilgård Manor, Jutland"
KMSr145,1900,"canvas,oil,portrait",1918,Amedeo Modigliani,KMSr145,Alice
KMS3173,1860,"canvas,oil",1874,Kristian Zahrtmann,KMS3173,Julie og ammen
KMS54,1820,"canvas,oil",1826,Wilhelm Bendz,KMS54,The Life Class at the Royal Academy of Fine Arts
KMS6598,1900,"canvas,oil",1915,Jens Adolf Jerichau,KMS6598,The Thick Palm. View from Villefranche
KMS4047,1920,"canvas,oil,landscape art",1920,Harald Giersing,KMS4047,The Churchyard in Svanninge
KMS4078,1840,"canvas,oil",1844,Wilhelm Marstrand,KMS4078,The Architect Gottlieb Bindesbøll
KMS598,1780,"canvas,oil",1790,Nicolai Abildgaard,KMS598,The Abolition of Adscription in 1788
KMSsp64,1660,"canvas,oil,religious art",1676,Paolo de Matteis,KMSsp64,Adam and Eve Lamenting over the Body of Abel
KMS527,1840,"canvas,oil",1847,Jørgen Sonne,KMS527,Midsummer's Eve. Sick People Asleep upon the Grave of St. Helena at Tisvilde
KMS296,1820,"canvas,oil",1836,Johan Vilhelm Gertner,KMS296,"Thorvaldsen's Studio in the Royal Academy of Fine Arts, Copenhagen"
KMS1877,1680,"canvas,oil,mythological painting",1681,Johannes van Haensbergen,KMS1877,Paris Giving Venus the Apple
KMSsp696,1660,"canvas,oil,portrait",1666,Pierre Mignard,KMSsp696,The Young Louis XIV
KMS6961,1860,"canvas,oil",1863,Carl Bille,KMS6961,Et dampskib i en storm i Atlanterhavet
KMS1424,1620,"canvas,oil,portrait",1630,Diego Velázquez,KMS1424,Isabella of Bourbon
KMS1651,1880,"canvas,oil",1883,Viggo Johansen,KMS1651,"Helga Johansen, kunstnerens søster"
KMS3498,1820,"canvas,oil,portrait,group portrait",1820,Christoffer Wilhelm Eckersberg,KMS3498,Bella and Hanna. The Eldest Daughters of M. L. Nathanson
KMS317,1640,"wood,oil",1646,Jan van Goyen,KMS317,View of the City of Arnhem
KMSsp46,1600,"canvas,oil",1605,Eugenio Caxés,KMSsp46,The Fall of the Angels
KMS3997,1920,"canvas,oil",1926,Niels Larsen Stevns,KMS3997,View from Korsdalen. Hammer Hills
KMS4318,1920,"canvas,oil",1936,Charles Godtfredsen,KMS4318,Vid udsigt. Mols
KMS6468,1740,"canvas,oil",1742,Johann Wolfgang Baumgartner,KMS6468,The Prodigal Son Wasting his Inheritance
KMS3291,1880,"canvas,oil",1884,Albert Gottschalk,KMS3291,Bakkegade i Hillerød
KMS501,1840,"canvas,oil",1844,Dankvart Dreyer,KMS501,The Caroline Spring at Næsby on Funen
KMS4617,1820,"canvas,oil",1826,Christian Albrecht Jensen,KMS4617,"Birgitte Søbøtker Hohlenberg, f. Malling, Johannes Søbøtker Hohlenbergs hustru"
KMS3352,1900,"canvas,oil",1907,Vilhelm Hammershøi,KMS3352,"Ida Hammershøi, the Artist's Wife, with a Teacup"
KMSsp789,1500,"wood,oil,portrait",1515,Michael Sittow,KMSsp789,Portrait of the Danish King Christian II
KMS3060,1660,"canvas,oil",1668,Cornelis Norbertus Gysbrechts,KMS3060,Trompe l'oeil. Letter Rack with a Barber-Surgeon's Instruments
KMS3290,1880,"canvas,oil",1885,Albert Gottschalk,KMS3290,Efterår i Søndermarken
KMS200,1820,"canvas,oil,religious art",1830,Ditlev Blunck,KMS200,The Vision of the Prophet Ezekiel
KMS3289,1880,"canvas,oil",1884,Albert Gottschalk,KMS3289,The Citadel in December
KMS562,1680,"canvas,oil",1690,Pasquale Rossi,KMS562,"School Teaching, a Teacher with Four Pupils"
KMS8241,1840,"canvas,textile,oil,female nude",1852,Lorenz Frølich,KMS8241,Female Nude in the Studio of Thomas Couture
KMSst526,1700,"canvas,oil,portrait",1715,Samuel Hoffmann,KMSst526,Portrait of a Man
KMS1222,1880,"canvas,oil",1883,Michael Peter Ancher,KMS1222,The Lifeboat is Taken through the Dunes
KMS1139h,1780,"canvas,oil,genre art",1786,Nicolai Abildgaard,KMS1139h,The Construction of Copenhagen´s Dock in the Reign of Christian VI
KMS1513,1880,"canvas,oil,genre art",1895,Johannes Wilhjelm,KMS1513,Bøn om regn. Procession i Apenninerne
KMSsp477,1640,"canvas,oil",1646,Jan Miense Molenaer,KMSsp477,The Bean King is Drinking
KMSsp416,1660,"canvas,oil,portrait",1679,Gerard ter Borch,KMSsp416,Portrait of a Lady
KMS7094,1860,"canvas,oil",1871,David Jacobsen,KMS7094,The Sculptor Jens Adolph Jerichau in his Studio in Rome
KMS4601,1820,"canvas,oil",1836,Johan Lundbye,KMS4601,"Oberst Joachim Theodor Lundbye, kunstnerens fader"
KMS1670,1820,"canvas,oil,portrait",1834,Christen Købke,KMS1670,"Portrait of Johanne Pløyen, née Bachmann"
KMS3880,1800,"canvas,oil",1800,Nicolai Abildgaard,KMS3880,Jurisprudence. Allegorical Figure
KMS1364,1880,"canvas,oil",1890,Thorvald Niss,KMS1364,Gråvejrsdag ved Vesterhavet med brænding
KMS751,1840,"canvas,oil",1859,Christian Andreas Schleisner,KMS751,I en kobbersmeds værksted
KMS3358,1880,"canvas,oil,mythological painting",1894,Vilhelm Hammershøi,KMS3358,Artemis
KMS1691,1880,"millboard,oil,portrait",1881,Michael Peter Ancher,KMS1691,The Artist's Wife Reading
KMS3366,1640,"canvas,oil,landscape art",1647,Jacob van Ruisdael,KMS3366,Road through an Oak Forest
KMS498,1840,"canvas,oil",1845,P. C. Skovgaard,KMS498,Udsigt over Skarre Sø
KMSsp673,1680,"canvas,oil,landscape art",1696,Frederik de Moucheron,KMSsp673,Mountain Landscape
KMS1814,1900,"canvas,oil",1904,Carl Holsøe,KMS1814,Interior with the Artist's Wife Emilie Heise
KMS4044,1900,"canvas,oil",1915,Edvard Weie,KMS4044,Self-Portrait
KMS7131,1760,"canvas,oil",1774,Nicolai Abildgaard,KMS7131,"Male Figure. After Michelangelo's ""Last Judgement"" in the Sistine Chapel"
KMS866,1860,"canvas,oil,landscape art",1869,Vilhelm Kyhn,KMS866,En sommerdag. Motiv fra Horneland ved Fåborg
KMS394,1840,"canvas,oil",1840,Frederik Sødring,KMS394,View of Oberwesel and the Rhine. Germany
KMSst460,1660,"canvas,oil",1671,Cornelis Norbertus Gysbrechts,KMSst460,Trompe l'Oeil with Falconer's Bag and other Equipment for Falconry
KMS1363,1880,"canvas,oil",1888,Viggo Christian Frederik Vilhelm Pedersen,KMS1363,Sunshine in the Living Room. The Artist's Wife and Child
KMS3097,1840,"canvas,oil",1858,Vilhelm Kyhn,KMS3097,Marklandskab med en bro
KMS1041,1860,"canvas,oil",1862,Fritz Thomsen,KMS1041,Queen of Saba
KMS3030,1660,"canvas,oil,still life",1672,Cornelis Norbertus Gysbrechts,KMS3030,Trompe l'Oeil. Board Partition with a Still Life of Two Dead Birds Hanging on a Wall
KMS4299,1820,"canvas,paper,oil",1835,Martinus Rørbye,KMS4299,Greeks Working in the ruins of the Acropolis
KMS860,1860,"canvas,oil",1867,Anthonore Christensen,KMS860,Anemoner
KMS1070,1860,"canvas,oil",1874,Vilhelm Groth,KMS1070,Hede med en mose
KMS1658,1880,"canvas,oil,genre art",1899,Peder Severin Krøyer,KMS1658,Boys Bathing at Skagen. Summer Evening
KMS1788,1820,"canvas,oil",1830,Constantin Hansen,KMS1788,Forfatterinden Juliane Marie Jessen
KMS1693,1860,"canvas,oil",1877,Hans Smidth,KMS1693,A Stranger Asking his Way at a Farm on the Moors
KMS1318,1880,"canvas,oil,landscape art",1880,Vilhelm Kyhn,KMS1318,Sjællands nordkyst med udsigt til Kronborg
KMS1302,1860,"canvas,oil",1876,Hans Michael Therkildsen,KMS1302,Kåde heste
KMS4801,1760,"canvas,oil,portrait",1772,Jens Juel,KMS4801,The Sculptor Jacques-François-Joseph Saly
KMS213,1820,"canvas,oil",1832,Adolph Friedrich Vollmer,KMS213,Ships Sailing and Beating up against the Wind in the Sound
KMS3647,1920,"canvas,oil",1922,Karl Schou,KMS3647,"March Day in Le Jardin du Luxembourg, Paris"
KMS7589,1880,"canvas,oil,genre art",1880,Hans Smidth,KMS7589,Fur marked
KMS515,1840,"canvas,oil",1846,Andreas Juuel,KMS515,"View of the Hill at Skanderborg Castle, Jutland, and the Memorial to frederik VI"
KMSsp555,1660,"canvas,oil",1660,Willem Schellinks,KMSsp555,Soldiers Looting and Burning a Convent
KMS396,1760,"canvas,oil",1776,Jens Juel,KMS396,The Engraver Johann Friderich Clemens at his Work Table
KMS851,1840,"canvas,oil",1846,Anton Melbye,KMS851,Eddystone Lighthouse
KMS8626,1860,"canvas,oil",1866,Ludvig Abelin Schou,KMS8626,Roman Workmen Transporting an Antique Imperial Statue from the Colosseum through the Arch of Titus to the Capitoline Museums. Study
KMS1304,1880,"canvas,oil,portrait,group portrait",1887,Peder Severin Krøyer,KMS1304,A Duet
KMS759,1860,"canvas,oil",1860,C. A. Kølle,KMS759,Eftermiddag ved Himmelbjerget
KMS3619,1860,"canvas,oil,landscape art",1866,Anton Melbye,KMS3619,French River Landscape with a Bridge
KMS3370,1840,"canvas,paper,oil",1844,Johan Lundbye,KMS3370,"Cows being Watered at a Village Pond. Brofelde, Zealand"
KMS4332,1740,"canvas,oil,self-portrait",1740,Anna Dorothea Therbusch,KMS4332,Self Portrait
KMS835,1860,"canvas,oil,religious art",1863,Carl Bloch,KMS835,The Daughter of Jairius
KMS1139j,1780,"canvas,oil,portrait",1790,Nicolai Abildgaard,KMS1139j,Christian VII Uniting the Ducal with the Royal Part of Holstein in 1767
KMS1568,1880,"canvas,oil",1896,Theodor Philipsen,KMS1568,Kalve ved stranden
KMS3487,1840,"canvas,oil,portrait",1855,P. C. Skovgaard,KMS3487,Caroline Dalgas og Jeanina Stampe på Nysø havetrappe
KMS1638,1620,"canvas,oil,religious art",1624,Jacob Jordaens,KMS1638,The Betrayal and Arrest of Christ in Gethsemane
KMS3866,1900,"canvas,oil",1909,Oluf Hartmann,KMS3866,Susanna
KMS3901,1780,"canvas,oil",1785,Nicolai Abildgaard,KMS3901,Niels Klim in Potu
KMS3578,1660,"canvas,oil,religious art",1661,Abraham van Dijck,KMS3578,The Prophet Elijah with the Widow of Zarephath and her Son
KMS1677,1840,"canvas,paper,oil",1844,Dankvart Dreyer,KMS1677,A Mill in Odense
KMS3104,1880,"canvas,oil,portrait",1899,Peder Severin Krøyer,KMS3104,Portræt af lensgrevinde Lillie Suzanne Raben-Levetzau
KMS1043,1840,"canvas,oil",1848,Fritz Thomsen,KMS1043,Antonia
KMS1260,1820,"canvas,oil",1832,Christine Løvmand,KMS1260,A bouquet of flowers at the foot of a tree. At a branch hangs a garland
KMS587,1800,"canvas,oil",1803,Nicolai Abildgaard,KMS587,Simo and his former slave Sosia. From Terence´s Andria.
KMS8643,1880,"canvas,oil,portrait",1885,Bertha Wegmann,KMS8643,"Portrait of Cecilie Trier, née Melchior"
KMS1218,1880,"canvas,oil,genre art",1883,Frants Henningsen,KMS1218,A Funeral
KMS1120,1860,"canvas,oil",1879,Hans Friis,KMS1120,Forårslandskab med regnbyger. Sydsjælland
KMS912,1780,"canvas,oil",1789,Erik Pauelsen,KMS912,View of Bogstad in Norway
KMS1353,1880,"canvas,oil",1886,Joakim Skovgaard,KMS1353,En hyrdedreng med sine får ved Cività d'Antino
KMS8612,1880,"canvas,oil paint",1884,Vilhelm Hammershøi,KMS8612,Nude Female Model
KMS233,1820,"canvas,oil",1832,Fritz Petzholdt,KMS233,"A View from Hadrian's Villa, Tivoli"
KMS531,1840,"canvas,oil",1846,Johan Laurentz Jensen,KMS531,Skudt vildt
KMS5000,1700,"canvas,oil",1706,Hendrick Krock,KMS5000,Venus Bringing Simples for the Wounded Aeneas
KMS722,1800,"canvas,oil",1807,Christoffer Wilhelm Eckersberg,KMS722,A Fire at Night
KMS7383,1800,"canvas,oil,architectural painting",1813,Christoffer Wilhelm Eckersberg,KMS7383,Porta Angelica and Part of the Vatican
KMS3200,1820,"canvas,oil,portrait",1835,Constantin Hansen,KMS3200,"Portrait of Hanne Wanscher, née Wegener"
KMS4386,1940,"canvas,oil",1940,Edvard Weie,KMS4386,Faun and Nymph
KMS4167,1900,"canvas,oil",1912,Hans Smidth,KMS4167,Et hus på Alheden
KMS1366,1880,"canvas,oil",1884,Holger Møller,KMS1366,Uden for et husmandssted
KMS167,1820,"canvas,oil,landscape art",1829,Johan Christian Dahl,KMS167,"Winter Landscape near Vordingborg, Denmark"
KMS375,1620,"wood,oil",1636,Dirk van Delen,KMS375,Conversation outside a Palace
KMS1288,1880,"canvas,oil",1886,Viggo Johansen,KMS1288,Aftenpassiar
KMS503a,1840,"canvas,oil",1845,Johann Hermann Carmiencke,KMS503a,The Ruins of Hasselberg Castle near Bolzano. Tyrol
KMSsp343,1620,"canvas,oil,mythological painting",1632,Abraham Bloemaert,KMSsp343,Venus and Adonis
KMS1293,1660,"canvas,oil",1661,Simon Luttichuys,KMS1293,King Charles I (II?) of England
KMS1055,1840,"canvas,oil",1848,Fritz Thomsen,KMS1055,"Lucia, Whimsey, Bellona, Hertha, Olga"
KMS7625,1880,"canvas,oil",1886,Fridolin Johansen,KMS7625,"A Summer's Evening at the Fun Fair in the Deer park, North of Copenhagen"
KMS3123,1800,"canvas,oil,architectural painting",1815,Christoffer Wilhelm Eckersberg,KMS3123,A View through Three of the North-Western Arches of the Third Storey of the Coliseum
KMS3804,1840,"canvas,oil,portrait",1849,Wilhelm Marstrand,KMS3804,Etatsråd M.L. Nathanson
KMS61,1800,"canvas,oil",1808,C.F. Høyer,KMS61,Sokrates' død
KMS805,1780,"canvas,oil",1790,Anthon Christoffer Rüde,KMS805,Affæren ved Quistrumbro
KMS1574,1860,"canvas,oil",1869,Godtfred Rump,KMS1574,Udsigt fra Vesterskov ved Mariager; i baggrunden fjorden
KMS1950,1880,"canvas,oil,landscape art",1886,Theodor Philipsen,KMS1950,"Late Autumn Day in the Jægersborg Deer Park, North of Copenhagen"
KMS923,1780,"canvas,oil",1791,Christian August Lorentzen,KMS923,Udfaldet på Amager 1658 under Svenskekrigen 1657-60
KMS1348,1820,"canvas,oil,portrait",1836,Christen Købke,KMS1348,Portrait of the Painter Wilhelm Marstrand
KMSst528,1700,"canvas,oil,portrait",1708,Guido Reni,KMSst528,Portrait of Beatrice Cenci
